months_as_customer,age,policy_number,policy_bind_date,policy_state,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_zip,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,capital-gains,capital-loss,incident_date,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_location,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_model,auto_year,raw_import_id,data_status
201,40,799501,N/A,none,250/500,2000,1315.56,0,471806,FEMALE,N/A,transport-moving,video-games,?,0,0,2/18/2015,Vehicle Theft,?,Minor Damage,Police,SC,Northbrook,7693 Britain Lane,14,1,YES,0,0,YES,6820,1240,1240,4340,Jeep,?,2003,3627,UNPROCESSED_LEGACY_01
436,58,987905,4/30/2002,OH,250/500,2000,1407.01,5000000,475705,MALE,PhD,tech-support,sleeping,other-relative,47400,-27600,1/10/2015,Single Vehicle Collision,Rear Collision,?,Police,WV,Riverwood,3658 Rock Drive,10,1,?,0,2,?,59900,11980,5990,41930,BMW,X5,1997,6784,UNPROCESSED_LEGACY_01
189,36,967756,4/28/2007,OH,250/500,2000,1388.58,0,459122,FEMALE,MD,priv-house-serv,basketball,own-child,0,-49400,?,Multi-vehicle Collision,Side Collision,Major Damage,Police,WV,Riverwood,2617 Andromedia Drive,17,3,?,1,3,YES,79560,13260,13260,53040,Ford,Escape,2009,4942,UNPROCESSED_LEGACY_01
105,33,830414,7/8/1996,IL,500/1000,500,1310.76,0,476737,FEMALE,High School,adm-clerical,kayaking,not-in-family,0,-40900,2/17/2015,Single Vehicle Collision,Front Collision,?,Other,VA,Northbrook,N/A,8,1,YES,0,1,?,70290,12780,6390,51120,Accura,MDX,2008,4051,UNPROCESSED_LEGACY_01
163,31,127313,N/A,IN,100/300,1000,1004.63,6000000,460359,MALE,JD,priv-house-serv,hiking,not-in-family,26900,0,1/7/2015,Multi-vehicle Collision,Rear Collision,Total Loss,unknown_val,SC,Hillsdale,3439 Andromedia Hwy,14,3,YES,2,0,?,63910,5810,11620,46480,?,Forrestor,1999,5486,UNPROCESSED_LEGACY_01
219,40,786957,10/29/2006,OH,none,500,1134.91,0,452735,FEMALE,Associate,transport-moving,golf,not-in-family,68700,0,1/29/2015,Vehicle Theft,?,Trivial Damage,,SC,Riverwood,N/A,6,1,?,1,0,?,6400,640,640,5120,Toyota,Camry,1997,9036,UNPROCESSED_LEGACY_01
88,25,332892,10/25/2007,IN,250/500,1000,1194.0,0,613583,FEMALE,N/A,handlers-cleaners,movies,husband,0,0,2/13/2015,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,SC,?,3982 Washington Hwy,6,1,YES,1,2,YES,66780,7420,7420,51940,Ford,Escape,2013,2273,UNPROCESSED_LEGACY_01
40,39,448642,3/28/2001,IN,500/1000,1000,1248.25,4000000,605692,FEMALE,College,sales,N/A,?,0,-33300,2/1/2015,Parked Car,?,Minor Damage,Police,VA,Northbrook,3376 5th Drive,8,1,NO,0,2,?,8760,1460,1460,5840,BMW,3 Series,2013,5158,UNPROCESSED_LEGACY_01
284,42,526039,5/4/1995,OH,100/300,500,1338.54,-1000000,438178,MALE,Associate,machine-op-inspct,kayaking,wife,0,0,1/29/2015,Single Vehicle Collision,N/A,Major Damage,Ambulance,NC,Arlington,3936 Tree Drive,13,1,YES,0,1,?,94160,8560,17120,68480,?,Malibu,1996,9668,UNPROCESSED_LEGACY_01
59,40,444422,9/28/2011,IL,250/500,2000,782.23,0,449221,MALE,College,protective-serv,golf,other-relative,64200,-32300,2/6/2015,N/A,Front Collision,Total Loss,Ambulance,N/A,Springfield,6605 Tree Ave,0,3,N/A,0,2,NO,51570,5730,11460,34380,BMW,X5,2010,5110,?
39,31,689500,1/28/2003,IL,250/500,2000,1366.9,0,459322,FEMALE,High School,?,polo,husband,0,-15700,1/28/2015,Multi-vehicle Collision,N/A,Major Damage,unknown_val,NC,Northbend,N/A,14,3,?,1,0,NO,52700,10540,10540,31620,BMW,X6,2014,8707,?
147,34,806081,2/1/2011,none,500/1000,1000,1275.81,0,472657,MALE,N/A,?,dancing,wife,0,-48300,1/21/2015,Single Vehicle Collision,Side Collision,Minor Damage,Fire,NY,Columbus,7756 Pine Hwy,13,1,YES,2,2,?,101010,15540,15540,69930,Mercedes,ML350,1998,5651,UNPROCESSED_LEGACY_01
156,37,384618,N/A,IN,250/500,500,1090.65,0,608331,MALE,High School,exec-managerial,golf,unmarried,0,-51800,1/16/2015,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,NC,Columbus,N/A,16,4,?,1,2,YES,53400,5340,5340,42720,Honda,Civic,2010,6019,?
123,31,756459,8/5/2005,IN,none,500,1326.0,0,438546,FEMALE,Associate,prof-specialty,basketball,wife,0,-54600,2/17/2015,Single Vehicle Collision,Side Collision,Total Loss,Fire,SC,Northbrook,2914 Oak Drive,13,1,?,1,2,NO,72120,12020,12020,48080,Mercedes,ML350,2009,7983,UNPROCESSED_LEGACY_01
231,43,655787,6/17/2006,IL,none,2000,972.47,0,441981,MALE,College,protective-serv,reading,wife,0,-58100,2/1/2015,N/A,Front Collision,Minor Damage,Police,PA,Hillsdale,6522 Apache Drive,15,3,YES,2,2,YES,77100,7710,15420,53970,Audi,A3,2010,3874,UNPROCESSED_LEGACY_01
247,39,419954,12/7/1993,IL,100/300,500,806.31,0,602177,unknown_val,College,handlers-cleaners,N/A,wife,0,0,2/25/2015,Parked Car,?,Trivial Damage,Police,SC,Northbend,5279 Pine Ridge,3,1,?,2,3,?,3300,600,0,2700,Dodge,?,2003,6370,UNPROCESSED_LEGACY_01
194,35,275092,3/14/2012,IL,500/1000,500,1416.24,0,441659,FEMALE,MD,adm-clerical,golf,not-in-family,0,0,2/26/2015,Parked Car,?,Minor Damage,,WV,Northbend,8078 Britain Hwy,7,1,YES,1,0,?,5940,1080,540,4320,Nissan,Pathfinder,2003,3963,?
119,27,515698,8/5/1997,IN,250/500,2000,1097.64,0,614812,MALE,High School,transport-moving,video-games,other-relative,27100,0,2/6/2015,Multi-vehicle Collision,Rear Collision,Major Damage,Other,PA,Northbend,1133 Apache St,16,2,NO,1,0,?,63720,7080,21240,35400,Accura,TL,2006,3391,UNPROCESSED_LEGACY_01
259,43,132871,7/5/2009,IL,100/300,500,947.75,0,458470,FEMALE,Masters,farming-fishing,base-jumping,not-in-family,0,-39300,2/3/2015,Vehicle Theft,?,Trivial Damage,Police,SC,Riverwood,2873 Flute Ave,15,1,NO,1,3,NO,7680,1280,640,5760,Audi,A5,2008,3111,UNPROCESSED_LEGACY_01
107,31,714929,11/25/1994,IL,100/300,2000,1018.73,5000000,469646,MALE,Associate,handlers-cleaners,yachting,?,20000,-82700,?,Multi-vehicle Collision,Side Collision,Total Loss,Police,NY,Riverwood,N/A,21,3,YES,1,2,?,93730,14420,21630,57680,Honda,?,2001,7367,?
48,44,297816,2/3/1997,IL,100/300,2000,1400.74,0,611118,MALE,College,sales,base-jumping,other-relative,34000,-55600,1/21/2015,Multi-vehicle Collision,Rear Collision,Major Damage,Police,NC,Arlington,8245 4th Hwy,23,3,YES,0,2,?,87300,17460,17460,52380,Jeep,Wrangler,2013,1181,?
267,40,426708,10/9/2009,none,250/500,500,1155.53,5000000,465158,MALE,JD,transport-moving,camping,wife,0,-35200,1/24/2015,Parked Car,?,Trivial Damage,Police,N/A,Columbus,N/A,5,1,?,0,2,NO,5670,1260,630,3780,Ford,?,1997,1986,?
286,47,615047,11/20/2002,IN,250/500,500,1386.93,0,457130,MALE,High School,priv-house-serv,bungie-jumping,husband,54100,-77600,1/17/2015,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,NY,?,8188 Tree Ave,15,3,YES,0,0,NO,65800,13160,6580,46060,Accura,?,2001,7331,UNPROCESSED_LEGACY_01
175,34,771236,N/A,OH,100/300,500,915.29,0,607893,FEMALE,JD,handlers-cleaners,base-jumping,wife,82400,-57100,2/23/2015,Single Vehicle Collision,Front Collision,Major Damage,Other,NY,Arlington,N/A,14,1,N/A,2,1,YES,36720,4080,4080,28560,Honda,Accord,2009,1667,UNPROCESSED_LEGACY_01
111,29,235869,1/22/2011,IL,250/500,500,1239.55,2000000,464736,FEMALE,PhD,farming-fishing,kayaking,own-child,0,0,1/9/2015,Single Vehicle Collision,Side Collision,Major Damage,unknown_val,N/A,Riverwood,2230 1st St,1,1,?,1,1,YES,52800,4800,9600,38400,Mercedes,?,1996,8667,UNPROCESSED_LEGACY_01
151,37,931625,10/18/2012,IN,250/500,500,1366.42,0,476198,FEMALE,Associate,?,cross-fit,unmarried,44000,0,2/15/2015,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,SC,Arlington,N/A,14,3,N/A,1,2,YES,59100,5910,5910,47280,Nissan,?,1998,2385,UNPROCESSED_LEGACY_01
156,37,371635,10/13/1991,OH,500/1000,1000,1086.48,6000000,444903,unknown_val,Associate,machine-op-inspct,hiking,?,0,-53800,1/16/2015,Multi-vehicle Collision,N/A,Total Loss,Other,NY,?,8064 4th Ave,17,3,N/A,1,1,YES,77440,14080,7040,56320,Suburu,Legacy,1999,5938,UNPROCESSED_LEGACY_01
165,36,427199,10/1/2010,IL,250/500,2000,1247.87,0,464336,MALE,Masters,armed-forces,golf,?,0,-39700,1/14/2015,Multi-vehicle Collision,N/A,Total Loss,Fire,NY,Northbend,2469 Francis Lane,20,3,NO,2,2,NO,45700,4570,4570,36560,BMW,3 Series,2008,6788,UNPROCESSED_LEGACY_01
253,41,261315,4/10/2013,none,100/300,2000,1312.75,0,471453,FEMALE,PhD,sales,dancing,other-relative,81300,0,1/1/2015,N/A,Rear Collision,Major Damage,unknown_val,SC,Springfield,4671 5th Ridge,10,3,NO,2,2,YES,80740,7340,14680,58720,?,Camry,2014,5515,UNPROCESSED_LEGACY_01
10,26,582973,6/11/2008,IN,100/300,2000,765.64,0,466191,MALE,MD,sales,base-jumping,not-in-family,0,-22200,2/16/2015,Multi-vehicle Collision,Front Collision,?,Ambulance,SC,Northbrook,6985 Maple Lane,3,3,?,0,3,?,31350,2850,5700,22800,Honda,Accord,2001,5221,UNPROCESSED_LEGACY_01
158,33,278091,12/4/2013,OH,100/300,2000,1327.41,0,440930,FEMALE,Associate,handlers-cleaners,skydiving,other-relative,0,-38600,1/4/2015,Single Vehicle Collision,Side Collision,?,Other,SC,Hillsdale,7791 Britain Ridge,0,1,?,0,0,?,35000,3500,7000,24500,Suburu,Legacy,2012,7957,UNPROCESSED_LEGACY_01
436,59,153154,8/21/2010,OH,500/1000,1000,1338.55,0,430380,unknown_val,PhD,?,board-games,own-child,39000,0,1/12/2015,Multi-vehicle Collision,Side Collision,Total Loss,Police,WV,Hillsdale,6355 4th Hwy,10,3,?,2,2,NO,68000,13600,6800,47600,?,Corolla,2014,3486,UNPROCESSED_LEGACY_01
91,30,515217,6/18/2010,IL,250/500,2000,1316.63,8000000,613178,FEMALE,N/A,machine-op-inspct,golf,unmarried,43900,0,1/8/2015,Multi-vehicle Collision,Side Collision,Minor Damage,Other,SC,Northbend,3495 Britain Drive,13,3,YES,2,0,?,84500,13000,13000,58500,BMW,X6,2009,3808,UNPROCESSED_LEGACY_01
256,42,860497,4/10/1992,IL,500/1000,1000,1286.44,0,460564,FEMALE,MD,transport-moving,N/A,wife,0,-39500,1/22/2015,Single Vehicle Collision,N/A,Minor Damage,Police,WV,Northbend,2980 Sky Ridge,14,1,NO,2,1,?,75500,7550,15100,52850,Nissan,Ultima,1998,6987,UNPROCESSED_LEGACY_01
274,46,351741,2/3/1997,OH,500/1000,1000,1372.18,0,439929,MALE,High School,exec-managerial,bungie-jumping,not-in-family,0,0,1/13/2015,Multi-vehicle Collision,Side Collision,Total Loss,Other,WV,Riverwood,5914 Oak Ave,22,3,NO,1,3,?,90600,15100,15100,60400,BMW,?,2009,8710,UNPROCESSED_LEGACY_01
275,45,403737,N/A,IN,500/1000,2000,1447.77,0,605756,unknown_val,N/A,adm-clerical,camping,wife,39400,-63900,1/18/2015,Multi-vehicle Collision,N/A,Total Loss,Ambulance,VA,Northbend,3835 5th Ave,8,3,YES,1,1,?,64320,5360,10720,48240,?,MDX,1998,1278,UNPROCESSED_LEGACY_01
1,33,162004,9/19/1995,IL,250/500,500,903.32,0,451184,FEMALE,High School,transport-moving,yachting,not-in-family,0,0,1/19/2015,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,NY,Northbend,5925 Tree Hwy,1,3,?,1,0,?,31700,6340,3170,22190,Toyota,Highlander,2006,3759,UNPROCESSED_LEGACY_01
85,30,740384,10/29/1993,IN,500/1000,1000,1454.42,0,459588,MALE,Associate,protective-serv,reading,?,51600,-73900,1/31/2015,Single Vehicle Collision,Side Collision,Major Damage,Other,NY,Springfield,6250 1st Ridge,19,1,YES,0,1,YES,74280,12380,12380,49520,Suburu,Forrestor,2006,3120,?
233,37,876714,N/A,IL,100/300,2000,1603.42,0,616637,FEMALE,High School,sales,video-games,wife,61600,-30200,2/6/2015,Single Vehicle Collision,Front Collision,Total Loss,Fire,NY,Columbus,1346 5th Lane,17,1,N/A,0,2,YES,80520,13420,6710,60390,Toyota,Corolla,2005,4267,UNPROCESSED_LEGACY_01
142,30,951543,7/9/2002,IN,250/500,2000,1616.58,0,447979,MALE,JD,adm-clerical,polo,husband,58500,-46800,2/4/2015,Multi-vehicle Collision,Rear Collision,Major Damage,Other,SC,Hillsdale,1128 Maple Lane,13,3,YES,0,3,YES,63600,6360,12720,44520,Dodge,RAM,2010,3134,UNPROCESSED_LEGACY_01
266,44,576723,12/7/1999,IL,250/500,500,1611.83,0,460176,MALE,High School,handlers-cleaners,movies,husband,0,0,1/2/2015,Single Vehicle Collision,Front Collision,?,unknown_val,N/A,Riverwood,6309 Cherokee Ave,4,1,?,1,2,YES,32800,3280,3280,26240,BMW,3 Series,2012,2816,UNPROCESSED_LEGACY_01
350,50,391003,7/1/2005,OH,500/1000,500,889.13,0,459429,FEMALE,N/A,priv-house-serv,board-games,other-relative,0,0,2/26/2015,Multi-vehicle Collision,Rear Collision,Total Loss,Police,PA,Northbend,4618 Flute Ave,14,3,NO,0,2,NO,44190,9820,4910,29460,Audi,A3,2015,4846,UNPROCESSED_LEGACY_01
97,26,225865,11/4/1991,IL,250/500,1000,1252.08,0,465456,MALE,College,exec-managerial,sleeping,not-in-family,0,0,2/8/2015,Multi-vehicle Collision,Rear Collision,Major Damage,Other,VA,Springfield,6191 Oak Lane,4,2,YES,2,2,NO,50400,10080,5040,35280,Honda,CRV,2000,1452,?
399,55,984948,4/14/1993,IL,none,2000,995.56,0,464665,MALE,JD,tech-support,sleeping,not-in-family,0,-65400,2/7/2015,N/A,Side Collision,Total Loss,Police,NY,Northbend,1316 Britain Ridge,23,3,YES,1,1,?,88400,17680,8840,61880,Nissan,?,2010,5245,UNPROCESSED_LEGACY_01
305,49,890328,8/23/2009,IL,100/300,2000,1347.92,0,430853,FEMALE,High School,?,bungie-jumping,own-child,0,-42100,2/17/2015,Multi-vehicle Collision,N/A,Total Loss,unknown_val,NY,Hillsdale,5924 Maple Drive,21,3,N/A,0,2,?,66550,12100,6050,48400,Volkswagen,Jetta,2003,6179,?
276,47,803294,6/18/1993,IN,100/300,1000,1724.09,0,615712,MALE,PhD,craft-repair,yachting,own-child,0,0,1/12/2015,Multi-vehicle Collision,Rear Collision,?,Police,N/A,Arlington,8917 Tree Ridge,23,3,YES,0,0,?,65780,5980,11960,47840,?,Tahoe,2014,2445,UNPROCESSED_LEGACY_01
257,40,414913,7/17/2012,IN,250/500,500,1379.93,0,608228,MALE,MD,armed-forces,base-jumping,husband,0,0,?,N/A,N/A,Major Damage,unknown_val,NY,Columbus,3966 Francis Ridge,6,3,?,0,2,YES,51810,9420,4710,37680,?,A3,2002,8281,UNPROCESSED_LEGACY_01
78,31,414519,1/25/1999,IN,none,1000,1554.64,4000000,457535,MALE,PhD,protective-serv,board-games,own-child,0,-27900,2/3/2015,N/A,Front Collision,Major Damage,Other,WV,Springfield,1507 Solo Ave,21,1,N/A,1,0,NO,55660,5060,10120,40480,Honda,CRV,2009,5054,UNPROCESSED_LEGACY_01
129,28,818413,2/23/1990,none,500/1000,1000,1377.94,0,442540,MALE,Masters,machine-op-inspct,base-jumping,not-in-family,0,0,2/21/2015,Single Vehicle Collision,Side Collision,Major Damage,unknown_val,NY,Springfield,4272 Oak Ridge,23,1,?,2,3,?,44640,9920,4960,29760,Toyota,Camry,2005,8650,UNPROCESSED_LEGACY_01
283,46,487356,8/30/2000,IL,500/1000,2000,1313.33,0,455332,unknown_val,PhD,transport-moving,reading,husband,53500,-73600,1/9/2015,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,NY,Riverwood,4434 Lincoln Ave,3,3,N/A,1,3,NO,77660,7060,14120,56480,Nissan,Maxima,2004,9086,UNPROCESSED_LEGACY_01
85,25,159768,9/3/2008,IN,250/500,500,1259.02,0,439534,FEMALE,JD,?,N/A,unmarried,67000,-53600,2/16/2015,N/A,?,Trivial Damage,,SC,Northbend,7529 Solo Ridge,8,1,N/A,2,2,?,5640,940,940,3760,Nissan,Ultima,2005,2766,UNPROCESSED_LEGACY_01
101,26,865839,8/2/1991,IL,500/1000,1000,1371.88,0,462420,FEMALE,MD,prof-specialty,reading,husband,0,0,2/4/2015,Parked Car,?,Trivial Damage,,VA,Arlington,8096 Apache Hwy,4,1,?,2,2,?,3190,580,580,2030,Suburu,Legacy,1995,4106,?
96,30,406567,9/25/2001,OH,100/300,500,1399.27,6000000,448913,MALE,College,prof-specialty,hiking,wife,38900,-48700,2/24/2015,Single Vehicle Collision,Side Collision,Total Loss,unknown_val,NC,Arlington,9417 Tree Hwy,22,1,?,0,0,YES,53440,0,6680,46760,Ford,?,2004,1000,?
121,31,623032,3/11/2007,IL,500/1000,1000,1061.98,6000000,440837,FEMALE,N/A,armed-forces,camping,unmarried,0,0,?,Single Vehicle Collision,Rear Collision,Minor Damage,Police,N/A,Hillsdale,3809 Texas Lane,16,1,NO,0,1,YES,65250,7250,7250,50750,BMW,3 Series,2002,8469,UNPROCESSED_LEGACY_01
176,39,935442,11/20/2010,OH,250/500,500,1365.46,4000000,466634,MALE,College,armed-forces,sleeping,?,0,-56600,?,Multi-vehicle Collision,N/A,Minor Damage,Fire,SC,Columbus,N/A,14,3,NO,2,1,NO,44280,4920,4920,34440,Chevrolet,Silverado,2008,9328,UNPROCESSED_LEGACY_01
159,37,106873,8/28/1998,IL,500/1000,1000,894.4,0,446435,MALE,Associate,tech-support,camping,wife,0,-53700,1/7/2015,Single Vehicle Collision,N/A,Total Loss,unknown_val,NY,Springfield,2337 Lincoln Hwy,13,1,YES,2,0,NO,70290,7810,7810,54670,Dodge,?,1999,2259,UNPROCESSED_LEGACY_01
120,30,563878,7/16/2002,IN,250/500,500,956.69,0,438237,FEMALE,Associate,priv-house-serv,movies,husband,39600,-64300,2/6/2015,Single Vehicle Collision,N/A,Minor Damage,Other,NY,Hillsdale,6770 1st St,20,1,?,1,1,YES,87100,8710,8710,69680,Saab,?,2000,2807,UNPROCESSED_LEGACY_01
212,35,620855,4/29/1990,IN,500/1000,2000,1123.89,0,468313,MALE,MD,priv-house-serv,video-games,unmarried,35400,-49200,?,Multi-vehicle Collision,N/A,Total Loss,Fire,NY,Columbus,4119 Texas St,0,3,?,1,3,?,50380,4580,4580,41220,?,?,1996,6538,?
290,45,583169,2/1/1998,IL,100/300,500,1085.03,0,476303,FEMALE,N/A,sales,cross-fit,wife,0,-61000,3/1/2015,Multi-vehicle Collision,Side Collision,Total Loss,Police,VA,Arlington,4347 2nd Ridge,23,3,YES,2,2,NO,64800,12960,6480,45360,Audi,A3,2014,7311,UNPROCESSED_LEGACY_01
299,42,337677,7/20/2008,OH,100/300,2000,1437.33,0,450339,FEMALE,Associate,craft-repair,movies,wife,25000,0,2/24/2015,Single Vehicle Collision,Rear Collision,Minor Damage,Other,SC,Columbus,1091 1st Drive,13,1,YES,1,3,NO,70400,12800,12800,44800,BMW,3 Series,2000,3346,UNPROCESSED_LEGACY_01
66,26,445973,11/13/1998,IL,250/500,1000,988.29,0,476502,MALE,College,armed-forces,skydiving,own-child,0,0,2/2/2015,Single Vehicle Collision,Rear Collision,Major Damage,Police,NY,Northbend,8203 Lincoln Ave,8,1,?,2,2,YES,57860,0,10520,47340,Suburu,Impreza,2008,2636,UNPROCESSED_LEGACY_01
334,47,156694,5/24/2001,IL,500/1000,500,1238.89,0,600561,MALE,Masters,protective-serv,sleeping,other-relative,0,0,1/31/2015,Vehicle Theft,?,Minor Damage,,WV,Northbend,9154 MLK Hwy,3,1,?,0,3,NO,6240,960,960,4320,Ford,Fusion,2011,3567,UNPROCESSED_LEGACY_01
216,38,421940,6/3/2014,IN,100/300,1000,1384.64,5000000,600754,FEMALE,Associate,tech-support,board-games,unmarried,0,0,1/9/2015,Single Vehicle Collision,Rear Collision,Total Loss,Police,VA,Columbus,5780 4th Ave,16,1,N/A,2,3,NO,66600,16650,11100,38850,Jeep,Grand Cherokee,2012,8789,?
86,28,613226,8/22/1991,IN,100/300,2000,1595.07,0,439304,unknown_val,N/A,transport-moving,hiking,unmarried,75800,0,?,Single Vehicle Collision,Side Collision,Minor Damage,Police,VA,Hillsdale,6945 Texas Hwy,19,1,YES,0,2,YES,70920,11820,11820,47280,Jeep,Wrangler,2002,4306,UNPROCESSED_LEGACY_01
429,56,804410,12/12/1998,OH,250/500,1000,1127.89,6000000,460722,MALE,Associate,machine-op-inspct,N/A,own-child,67400,-43800,1/28/2015,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,WV,Springfield,5639 1st Ridge,0,1,YES,2,0,YES,39480,6580,6580,26320,Suburu,Forrestor,2002,9273,UNPROCESSED_LEGACY_01
257,43,553565,N/A,IN,500/1000,2000,929.7,6000000,618632,FEMALE,N/A,?,base-jumping,husband,46400,-74300,1/14/2015,Single Vehicle Collision,Front Collision,Total Loss,Other,VA,Arlington,N/A,12,1,?,2,2,YES,63240,10540,5270,47430,?,E400,2005,7333,UNPROCESSED_LEGACY_01
15,34,399524,10/30/1997,IL,100/300,1000,1829.63,0,452204,MALE,JD,?,cross-fit,not-in-family,56700,0,2/3/2015,Multi-vehicle Collision,Side Collision,Total Loss,Other,N/A,Arlington,1358 Maple St,21,3,YES,1,0,?,67650,12300,6150,49200,Audi,?,2009,6513,?
230,39,331595,11/29/1999,IL,100/300,1000,904.7,7000000,454530,unknown_val,MD,craft-repair,N/A,unmarried,68600,-22300,2/17/2015,N/A,Front Collision,Major Damage,Fire,SC,Riverwood,7460 Apache Lane,0,1,?,1,3,NO,74200,14840,14840,44520,Accura,TL,2002,5971,UNPROCESSED_LEGACY_01
250,43,380067,7/7/2013,OH,500/1000,1000,1243.84,0,474848,unknown_val,JD,tech-support,polo,own-child,47900,-73400,1/30/2015,Single Vehicle Collision,Side Collision,Minor Damage,unknown_val,VA,Columbus,5771 Sky Ave,22,1,YES,1,3,NO,64900,12980,12980,38940,Volkswagen,Jetta,2011,4840,UNPROCESSED_LEGACY_01
270,44,701521,7/5/2003,IL,500/1000,2000,1030.95,0,435985,FEMALE,Associate,machine-op-inspct,paintball,other-relative,47200,0,2/3/2015,Multi-vehicle Collision,N/A,Major Damage,Ambulance,NC,Northbend,N/A,20,3,?,1,0,?,35900,7180,3590,25130,Audi,A3,2007,2505,UNPROCESSED_LEGACY_01
65,26,360770,N/A,IN,100/300,500,1285.03,3000000,457942,FEMALE,High School,?,camping,unmarried,0,-41500,2/3/2015,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,VA,Riverwood,8940 Elm Ave,0,1,NO,1,3,?,52200,5220,10440,36540,?,CRV,2011,3579,?
475,57,958785,2/18/1995,OH,100/300,500,1216.56,0,436522,MALE,Masters,adm-clerical,skydiving,own-child,67400,-83200,1/31/2015,N/A,Front Collision,Minor Damage,Police,SC,Hillsdale,1215 Pine Hwy,20,1,?,0,2,NO,78000,6500,13000,58500,Suburu,Forrestor,2000,6665,UNPROCESSED_LEGACY_01
77,27,797934,4/7/1999,IN,500/1000,2000,966.26,0,471704,FEMALE,High School,adm-clerical,base-jumping,own-child,56400,-32800,?,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,NY,Springfield,6874 Maple Ridge,1,3,YES,0,0,?,67200,6720,6720,53760,Volkswagen,Passat,1995,4627,UNPROCESSED_LEGACY_01
256,43,883980,12/13/2014,OH,100/300,500,1203.17,0,455810,FEMALE,N/A,prof-specialty,golf,unmarried,56700,-65600,2/6/2015,Single Vehicle Collision,Rear Collision,Total Loss,Fire,WV,Hillsdale,8834 Elm Drive,11,1,NO,0,0,?,63250,11500,5750,46000,Nissan,Ultima,1997,3854,UNPROCESSED_LEGACY_01
229,37,340614,6/1/1997,IL,250/500,2000,1212.12,0,446544,FEMALE,MD,craft-repair,N/A,not-in-family,65600,0,1/29/2015,Multi-vehicle Collision,Side Collision,Major Damage,Other,WV,Columbus,8542 Lincoln Ridge,14,3,YES,1,1,YES,68760,11460,5730,51570,Ford,Fusion,1995,1597,UNPROCESSED_LEGACY_01
110,28,435784,7/13/2013,OH,250/500,1000,1573.93,0,461919,MALE,N/A,other-service,N/A,other-relative,30400,0,1/7/2015,Multi-vehicle Collision,Side Collision,Minor Damage,unknown_val,NY,Springfield,9397 Francis St,20,3,YES,0,2,?,65040,10840,10840,43360,Suburu,Impreza,2010,8890,UNPROCESSED_LEGACY_01
177,33,563837,12/30/2002,IL,100/300,1000,1609.67,0,470128,MALE,College,adm-clerical,yachting,wife,0,-13200,1/20/2015,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,SC,?,4907 Andromedia Drive,22,1,?,1,3,?,82800,20700,13800,48300,Jeep,Grand Cherokee,2004,8409,UNPROCESSED_LEGACY_01
292,44,200827,2/28/1997,OH,500/1000,500,1097.57,0,462836,MALE,PhD,priv-house-serv,basketball,unmarried,0,0,2/28/2015,Single Vehicle Collision,Side Collision,Total Loss,Other,SC,Columbus,4429 Washington St,12,1,NO,1,0,?,61700,6170,6170,49360,Saab,93,2005,2878,UNPROCESSED_LEGACY_01
451,61,533941,6/18/1998,IN,250/500,2000,1618.65,2000000,475407,FEMALE,N/A,transport-moving,polo,unmarried,0,-42600,2/4/2015,Multi-vehicle Collision,N/A,?,Ambulance,OH,?,2651 MLK Lane,3,3,YES,2,1,YES,78100,15620,7810,54670,Chevrolet,Tahoe,1997,1535,UNPROCESSED_LEGACY_01
61,24,265026,2/8/1996,IN,none,500,922.67,0,473611,FEMALE,N/A,priv-house-serv,N/A,other-relative,47400,0,1/12/2015,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,SC,Northbend,2942 1st Lane,15,3,YES,2,1,?,65520,9360,9360,46800,Toyota,Highlander,2011,4682,UNPROCESSED_LEGACY_01
150,30,354481,11/17/2004,IN,100/300,1000,1342.02,0,608425,MALE,MD,prof-specialty,polo,own-child,0,0,2/28/2015,N/A,?,Trivial Damage,,VA,Arlington,6317 Best St,8,1,YES,0,2,NO,4500,450,450,3600,Saab,93,1999,4830,UNPROCESSED_LEGACY_01
283,41,566720,10/25/2012,OH,100/300,500,1195.01,0,476227,FEMALE,Associate,sales,reading,own-child,60700,-54300,?,Multi-vehicle Collision,Side Collision,Major Damage,Other,WV,Northbend,1555 Washington Lane,13,3,NO,0,2,?,42700,0,6100,36600,Mercedes,ML350,2011,1685,UNPROCESSED_LEGACY_01
291,46,832746,N/A,OH,500/1000,1000,994.74,0,452701,unknown_val,N/A,adm-clerical,polo,own-child,0,-55300,1/25/2015,N/A,?,Minor Damage,Police,SC,?,1919 4th Lane,8,1,NO,2,2,YES,5580,620,620,4340,Volkswagen,Passat,2005,8228,?
